IP,timestamp,HTTP_method,request_path,status_code,content_length
192.168.1.5,2024-03-01 22:40:18,GET,/admin,200,128
192.168.1.2,2024-03-01 03:05:36,PUT,/settings,500,128
192.168.1.2,2024-03-01 15:29:59,GET,/home,500,256
192.168.1.1,2024-03-01 13:55:34,DELETE,/admin,404,1024
192.168.1.2,2024-03-01 04:35:13,DELETE,/dashboard,301,1024
192.168.1.1,2024-03-01 18:32:02,PUT,/api/user,401,512
192.168.1.3,2024-03-01 02:05:35,HEAD,/api/user,200,512
172.143.3.2,2024-03-01 22:52:31,DELETE,/logout,403,4096
192.168.1.3,2024-03-01 14:53:23,PATCH,/profile,301,256
192.168.1.2,2024-03-01 00:39:09,HEAD,/api/data,401,1024
192.168.1.1,2024-03-01 00:50:21,PATCH,/home,404,128
192.168.1.4,2024-03-01 07:57:27,POST,/home,200,256
192.168.1.3,2024-03-01 10:13:43,HEAD,/home,201,512
172.24.1.1,2024-03-01 17:55:25,PATCH,/profile,500,256
192.168.1.1,2024-03-01 06:48:27,POST,/logout,401,2048
192.168.1.3,2024-03-01 12:50:21,PATCH,/admin,200,512
192.168.1.4,2024-03-01 04:18:49,OPTIONS,/settings,403,512
192.168.1.3,2024-03-01 14:28:59,OPTIONS,/admin,201,4096
172.143.3.2,2024-03-01 21:47:18,GET,/profile,201,512
192.168.1.4,2024-03-01 03:30:00,PUT,/admin,200,2048
192.168.1.1,2024-03-01 00:07:45,DELETE,/api/user,500,1024
192.168.1.2,2024-03-01 01:44:22,PUT,/logout,403,128
192.168.1.3,2024-03-01 04:18:49,GET,/api/user,200,512
172.143.3.2,2024-03-01 05:31:01,PATCH,/home,401,512
192.168.1.2,2024-03-01 00:51:21,OPTIONS,/api/data,201,128
192.168.1.5,2024-03-01 14:40:11,DELETE,/home,401,2048
192.168.1.1,2024-03-01 14:16:46,HEAD,/settings,201,1024
192.168.1.5,2024-03-01 00:51:21,HEAD,/home,403,512
172.143.3.2,2024-03-01 15:53:23,POST,/api/data,401,2048
192.168.1.5,2024-03-01 20:15:53,OPTIONS,/logout,301,2048
172.24.1.1,2024-03-01 19:21:52,DELETE,/home,200,128
192.168.1.1,2024-03-01 19:45:15,DELETE,/api/data,200,256
192.168.1.1,2024-03-01 01:28:58,HEAD,/api/user,301,2048
192.168.1.1,2024-03-01 15:21:00,DELETE,/api/data,301,1024
192.168.1.4,2024-03-01 16:18:48,HEAD,/admin,200,512
192.168.1.3,2024-03-01 00:54:32,POST,/dashboard,301,256
192.168.1.5,2024-03-01 09:59:29,OPTIONS,/api/data,500,4096
192.168.1.2,2024-03-01 22:00:31,PUT,/api/data,500,1024
192.168.1.2,2024-03-01 14:16:47,PUT,/dashboard,404,1024
172.24.1.1,2024-03-01 22:12:43,HEAD,/settings,401,256
172.24.1.1,2024-03-01 01:39:10,PATCH,/logout,200,512
192.168.1.5,2024-03-01 11:42:20,GET,/settings,201,128
192.168.1.2,2024-03-01 11:54:32,PATCH,/login,404,256
192.168.1.1,2024-03-01 22:52:31,GET,/logout,401,1024
172.143.3.2,2024-03-01 07:01:40,POST,/login,201,4096
192.168.1.1,2024-03-01 23:17:55,DELETE,/dashboard,404,4096
192.168.1.1,2024-03-01 12:42:20,DELETE,/dashboard,403,1024
192.168.1.3,2024-03-01 10:24:55,OPTIONS,/logout,301,4096
192.168.1.5,2024-03-01 21:39:17,OPTIONS,/api/user,403,1024
192.168.1.2,2024-03-01 01:32:10,GET,/profile,200,512
192.168.1.5,2024-03-01 14:44:22,PATCH,/api/data,404,1024
192.168.1.4,2024-03-01 13:15:46,POST,/dashboard,201,256
192.168.1.2,2024-03-01 05:35:14,DELETE,/logout,500,256
172.143.3.2,2024-03-01 11:05:43,PATCH,/settings,403,512
172.143.3.2,2024-03-01 15:57:35,HEAD,/api/user,403,1024
192.168.1.3,2024-03-01 14:56:34,PATCH,/profile,500,512
172.143.3.2,2024-03-01 15:21:00,HEAD,/home,200,128
192.168.1.2,2024-03-01 11:18:56,POST,/settings,200,1024
192.168.1.2,2024-03-01 16:34:12,DELETE,/api/data,200,128
192.168.1.5,2024-03-01 02:28:59,OPTIONS,/admin,403,128
192.168.1.1,2024-03-01 19:33:03,PUT,/settings,301,512
192.168.1.5,2024-03-01 02:33:11,DELETE,/api/data,500,256
192.168.1.1,2024-03-01 07:25:03,GET,/home,401,4096
192.168.1.3,2024-03-01 20:15:53,OPTIONS,/admin,201,256
172.24.1.1,2024-03-01 05:59:38,HEAD,/api/user,500,4096
192.168.1.3,2024-03-01 16:54:25,POST,/dashboard,200,2048
192.168.1.3,2024-03-01 14:04:34,HEAD,/logout,201,512
172.143.3.2,2024-03-01 14:57:35,PUT,/login,301,512
192.168.1.4,2024-03-01 20:02:40,POST,/admin,301,2048
192.168.1.5,2024-03-01 18:01:39,PUT,/api/user,301,2048
172.24.1.1,2024-03-01 22:12:42,PATCH,/profile,200,4096
192.168.1.2,2024-03-01 22:12:42,PUT,/profile,403,256
192.168.1.3,2024-03-01 17:24:02,PATCH,/login,404,128
192.168.1.4,2024-03-01 01:56:26,GET,/logout,404,256
192.168.1.3,2024-03-01 10:00:30,GET,/api/user,404,2048
192.168.1.2,2024-03-01 08:38:16,POST,/logout,403,128
192.168.1.1,2024-03-01 09:51:29,HEAD,/profile,200,128
192.168.1.1,2024-03-01 11:41:19,GET,/settings,200,128
172.143.3.2,2024-03-01 03:10:48,POST,/settings,401,512
172.24.1.1,2024-03-01 05:55:26,PATCH,/dashboard,200,128
172.143.3.2,2024-03-01 01:32:02,DELETE,/admin,301,4096
192.168.1.4,2024-03-01 14:52:22,GET,/logout,201,1024
192.168.1.1,2024-03-01 23:30:08,PUT,/dashboard,301,2048
172.143.3.2,2024-03-01 23:37:08,GET,/login,500,1024
192.168.1.2,2024-03-01 20:23:53,PATCH,/login,200,128
172.143.3.2,2024-03-01 00:02:32,PUT,/api/data,401,256
192.168.1.3,2024-03-01 18:32:02,POST,/logout,404,512
172.24.1.1,2024-03-01 02:28:58,HEAD,/dashboard,401,2048
172.143.3.2,2024-03-01 15:57:36,DELETE,/api/data,401,1024
192.168.1.3,2024-03-01 08:34:04,DELETE,/logout,301,4096
172.24.1.1,2024-03-01 00:07:45,DELETE,/home,401,512
192.168.1.2,2024-03-01 18:00:39,PATCH,/admin,201,2048
192.168.1.3,2024-03-01 07:58:28,HEAD,/admin,403,128
192.168.1.4,2024-03-01 10:25:55,PUT,/api/user,404,512
192.168.1.5,2024-03-01 00:39:09,PATCH,/settings,404,256
172.143.3.2,2024-03-01 15:10:48,HEAD,/home,404,4096
192.168.1.5,2024-03-01 00:15:45,DELETE,/dashboard,200,2048
192.168.1.2,2024-03-01 06:56:26,DELETE,/home,404,128
192.168.1.1,2024-03-01 09:04:42,DELETE,/admin,301,2048
192.168.1.4,2024-03-01 18:32:02,DELETE,/home,200,4096
192.168.1.1,2024-03-01 06:20:50,PUT,/admin,500,4096
172.143.3.2,2024-03-01 06:33:03,DELETE,/home,403,2048
172.143.3.2,2024-03-01 02:32:10,HEAD,/home,500,128
192.168.1.3,2024-03-01 21:27:05,GET,/admin,403,512
172.24.1.1,2024-03-01 23:14:44,DELETE,/api/user,201,2048
172.143.3.2,2024-03-01 18:48:27,GET,/admin,401,128
192.168.1.5,2024-03-01 19:49:28,PUT,/admin,301,128
192.168.1.4,2024-03-01 12:30:52,PATCH,/home,301,128
192.168.1.2,2024-03-01 07:09:39,HEAD,/home,404,1024
192.168.1.5,2024-03-01 21:47:17,GET,/settings,404,512
192.168.1.3,2024-03-01 21:23:54,DELETE,/api/data,401,2048
192.168.1.2,2024-03-01 06:36:14,POST,/api/user,200,4096
192.168.1.3,2024-03-01 02:40:10,GET,/logout,403,256
172.24.1.1,2024-03-01 11:25:56,PATCH,/login,403,1024
172.24.1.1,2024-03-01 18:01:39,GET,/profile,201,128
172.24.1.1,2024-03-01 10:16:54,PATCH,/logout,500,2048
192.168.1.5,2024-03-01 22:25:55,GET,/dashboard,403,2048
192.168.1.5,2024-03-01 09:15:54,POST,/profile,301,128
192.168.1.1,2024-03-01 13:43:21,PUT,/dashboard,301,2048
192.168.1.2,2024-03-01 02:32:10,PATCH,/home,403,512
192.168.1.1,2024-03-01 17:43:14,OPTIONS,/settings,301,256
192.168.1.1,2024-03-01 11:29:08,HEAD,/profile,301,128
192.168.1.4,2024-03-01 16:43:13,HEAD,/settings,404,2048
192.168.1.2,2024-03-01 16:31:01,PUT,/settings,200,512
192.168.1.1,2024-03-01 13:07:46,PUT,/logout,500,256
192.168.1.3,2024-03-01 12:30:09,PATCH,/logout,401,4096
192.168.1.5,2024-03-01 00:19:57,OPTIONS,/home,201,128
172.24.1.1,2024-03-01 12:50:20,POST,/login,200,1024
172.24.1.1,2024-03-01 11:50:20,GET,/profile,200,1024
172.143.3.2,2024-03-01 09:15:53,OPTIONS,/dashboard,301,256
192.168.1.4,2024-03-01 18:24:03,DELETE,/logout,403,2048
192.168.1.4,2024-03-01 02:32:10,PUT,/api/user,403,1024
192.168.1.2,2024-03-01 22:16:55,PATCH,/login,403,512
192.168.1.1,2024-03-01 19:45:15,HEAD,/settings,403,2048
192.168.1.5,2024-03-01 02:44:23,OPTIONS,/admin,404,4096
172.143.3.2,2024-03-01 03:34:12,POST,/home,404,1024
192.168.1.5,2024-03-01 03:09:48,DELETE,/profile,200,512
192.168.1.5,2024-03-01 06:24:02,DELETE,/api/user,301,4096
172.24.1.1,2024-03-01 16:18:48,DELETE,/profile,201,1024
192.168.1.1,2024-03-01 02:33:11,OPTIONS,/logout,201,256
192.168.1.2,2024-03-01 17:20:50,POST,/api/data,404,4096
192.168.1.3,2024-03-01 12:31:09,DELETE,/home,500,4096
172.24.1.1,2024-03-01 17:07:38,DELETE,/settings,301,4096
172.24.1.1,2024-03-01 12:02:33,DELETE,/api/user,401,256
172.24.1.1,2024-03-01 05:48:26,OPTIONS,/settings,301,128
192.168.1.2,2024-03-01 01:52:22,PUT,/home,403,2048
192.168.1.5,2024-03-01 07:13:51,OPTIONS,/admin,201,2048
192.168.1.5,2024-03-01 05:11:49,GET,/api/data,500,2048
192.168.1.3,2024-03-01 19:50:28,HEAD,/api/user,301,4096
192.168.1.1,2024-03-01 22:36:07,GET,/home,500,2048
172.24.1.1,2024-03-01 00:30:09,GET,/logout,401,4096
192.168.1.3,2024-03-01 21:47:18,DELETE,/home,403,128
172.143.3.2,2024-03-01 04:43:13,HEAD,/api/data,301,4096
192.168.1.4,2024-03-01 13:56:34,PUT,/dashboard,200,128
172.143.3.2,2024-03-01 08:46:16,HEAD,/api/user,403,512
192.168.1.1,2024-03-01 13:28:58,GET,/api/data,201,256
192.168.1.3,2024-03-01 03:29:00,PUT,/dashboard,404,128
172.24.1.1,2024-03-01 00:26:57,PATCH,/dashboard,500,4096
192.168.1.2,2024-03-01 14:45:23,POST,/home,201,2048
192.168.1.1,2024-03-01 18:20:50,PUT,/api/data,500,2048
192.168.1.5,2024-03-01 14:53:23,POST,/profile,404,1024
192.168.1.1,2024-03-01 16:23:01,PUT,/dashboard,500,1024
172.143.3.2,2024-03-01 00:42:20,PUT,/api/data,500,4096
192.168.1.5,2024-03-01 06:32:02,PUT,/api/user,401,2048
192.168.1.2,2024-03-01 13:43:22,HEAD,/home,403,128
172.143.3.2,2024-03-01 15:09:47,PUT,/api/user,401,256
192.168.1.2,2024-03-01 06:49:27,POST,/dashboard,200,1024
192.168.1.3,2024-03-01 01:08:46,DELETE,/admin,401,4096
192.168.1.1,2024-03-01 12:43:21,PUT,/home,201,2048
192.168.1.5,2024-03-01 05:07:37,DELETE,/settings,500,1024
192.168.1.3,2024-03-01 08:34:04,POST,/admin,404,2048
192.168.1.3,2024-03-01 04:10:48,PUT,/api/data,403,512
172.143.3.2,2024-03-01 09:15:54,HEAD,/settings,401,512
192.168.1.5,2024-03-01 10:28:07,DELETE,/login,404,128
192.168.1.2,2024-03-01 15:46:24,DELETE,/settings,301,4096
192.168.1.3,2024-03-01 08:10:40,POST,/api/user,200,128
192.168.1.2,2024-03-01 21:27:06,POST,/settings,301,256
192.168.1.4,2024-03-01 17:11:49,POST,/logout,404,4096
192.168.1.2,2024-03-01 12:38:09,GET,/profile,201,128
172.143.3.2,2024-03-01 16:54:25,HEAD,/profile,200,2048
192.168.1.5,2024-03-01 11:13:43,HEAD,/api/data,301,128
172.24.1.1,2024-03-01 23:41:20,PATCH,/logout,404,128
192.168.1.1,2024-03-01 04:18:48,PATCH,/api/user,301,512
192.168.1.5,2024-03-01 12:38:08,OPTIONS,/settings,201,128
172.143.3.2,2024-03-01 18:32:02,HEAD,/profile,404,128
172.24.1.1,2024-03-01 07:57:27,PATCH,/login,403,256
192.168.1.3,2024-03-01 06:24:03,HEAD,/settings,200,256
172.143.3.2,2024-03-01 01:31:09,GET,/profile,301,1024
172.143.3.2,2024-03-01 10:04:43,GET,/home,500,1024
172.143.3.2,2024-03-01 22:40:18,PUT,/api/data,500,4096
172.24.1.1,2024-03-01 11:41:19,POST,/api/user,404,4096
192.168.1.3,2024-03-01 17:59:37,GET,/api/data,301,1024
192.168.1.4,2024-03-01 09:39:17,OPTIONS,/settings,201,2048
172.24.1.1,2024-03-01 13:03:34,HEAD,/api/data,404,4096
192.168.1.3,2024-03-01 11:25:55,PATCH,/profile,404,256
192.168.1.1,2024-03-01 22:25:55,POST,/profile,201,512
192.168.1.1,2024-03-01 19:45:16,POST,/login,301,1024
192.168.1.4,2024-03-01 11:05:43,HEAD,/settings,401,4096
192.168.1.5,2024-03-01 15:33:12,OPTIONS,/dashboard,500,512
172.143.3.2,2024-03-01 23:29:07,DELETE,/dashboard,201,256
192.168.1.5,2024-03-01 11:18:56,GET,/settings,403,128
192.168.1.5,2024-03-01 14:41:11,OPTIONS,/home,401,1024
192.168.1.3,2024-03-01 03:45:23,PUT,/admin,201,1024
172.143.3.2,2024-03-01 23:17:56,GET,/api/data,201,128
192.168.1.5,2024-03-01 13:08:46,POST,/settings,404,128
192.168.1.4,2024-03-01 22:48:18,HEAD,/profile,200,4096
192.168.1.1,2024-03-01 08:46:16,OPTIONS,/admin,200,256
192.168.1.4,2024-03-01 17:19:49,POST,/login,200,128
192.168.1.1,2024-03-01 08:46:17,GET,/home,200,4096
192.168.1.2,2024-03-01 09:59:29,HEAD,/profile,201,1024
192.168.1.1,2024-03-01 11:17:55,POST,/profile,401,1024
192.168.1.5,2024-03-01 04:54:24,DELETE,/home,401,1024
172.143.3.2,2024-03-01 21:51:29,HEAD,/dashboard,401,128
172.24.1.1,2024-03-01 12:02:33,DELETE,/api/data,500,4096
192.168.1.5,2024-03-01 23:02:32,GET,/dashboard,404,256
192.168.1.5,2024-03-01 14:28:58,DELETE,/settings,201,256
192.168.1.1,2024-03-01 09:39:17,GET,/logout,201,2048
192.168.1.2,2024-03-01 15:05:35,HEAD,/api/data,301,256
172.24.1.1,2024-03-01 20:46:16,GET,/logout,500,256
172.143.3.2,2024-03-01 10:25:55,GET,/profile,201,128
192.168.1.2,2024-03-01 02:44:22,POST,/admin,301,256
172.24.1.1,2024-03-01 05:36:14,POST,/profile,301,4096
192.168.1.2,2024-03-01 21:47:18,DELETE,/admin,401,1024
172.24.1.1,2024-03-01 10:00:30,HEAD,/settings,201,4096
192.168.1.3,2024-03-01 03:41:11,OPTIONS,/api/data,401,256
172.24.1.1,2024-03-01 07:13:51,DELETE,/logout,301,512
192.168.1.5,2024-03-01 19:21:51,PATCH,/login,404,128
192.168.1.4,2024-03-01 19:22:52,GET,/login,401,4096
192.168.1.2,2024-03-01 07:14:52,PATCH,/login,200,4096
192.168.1.5,2024-03-01 06:01:39,POST,/api/data,201,2048
172.143.3.2,2024-03-01 20:26:04,OPTIONS,/profile,404,256
172.24.1.1,2024-03-01 04:58:36,HEAD,/admin,404,512
192.168.1.3,2024-03-01 00:43:21,GET,/profile,403,4096
192.168.1.1,2024-03-01 19:25:03,DELETE,/home,200,2048
192.168.1.2,2024-03-01 17:35:13,GET,/home,404,2048
192.168.1.2,2024-03-01 21:03:42,GET,/admin,404,256
192.168.1.4,2024-03-01 14:56:35,OPTIONS,/settings,500,512
192.168.1.3,2024-03-01 07:38:16,DELETE,/home,201,2048
192.168.1.5,2024-03-01 18:44:15,PUT,/admin,500,128
172.24.1.1,2024-03-01 07:25:04,PUT,/admin,200,512
172.143.3.2,2024-03-01 15:09:48,GET,/api/user,401,2048
192.168.1.3,2024-03-01 02:56:34,PATCH,/admin,403,128
172.24.1.1,2024-03-01 10:17:55,OPTIONS,/admin,500,2048
192.168.1.5,2024-03-01 08:50:29,HEAD,/logout,200,256
192.168.1.4,2024-03-01 02:44:22,POST,/api/data,200,256
172.143.3.2,2024-03-01 05:11:41,PUT,/admin,403,1024
192.168.1.3,2024-03-01 03:33:12,PUT,/api/data,401,512
192.168.1.3,2024-03-01 03:34:12,PATCH,/api/user,201,512
172.24.1.1,2024-03-01 09:12:42,PUT,/admin,200,256
172.24.1.1,2024-03-01 14:20:58,DELETE,/dashboard,301,2048
192.168.1.1,2024-03-01 09:11:41,PATCH,/dashboard,401,128
192.168.1.2,2024-03-01 18:25:03,POST,/profile,401,4096
192.168.1.5,2024-03-01 02:16:46,PUT,/api/data,200,512
192.168.1.2,2024-03-01 15:45:24,POST,/profile,404,2048
192.168.1.3,2024-03-01 06:00:38,OPTIONS,/dashboard,403,2048
192.168.1.1,2024-03-01 04:18:48,DELETE,/logout,401,4096
192.168.1.3,2024-03-01 04:23:01,PUT,/dashboard,200,1024
192.168.1.5,2024-03-01 21:47:18,PUT,/home,200,1024
172.24.1.1,2024-03-01 00:27:57,OPTIONS,/api/user,201,2048
192.168.1.5,2024-03-01 21:15:54,OPTIONS,/api/user,200,2048
172.143.3.2,2024-03-01 19:45:15,DELETE,/dashboard,201,1024
192.168.1.4,2024-03-01 02:57:35,DELETE,/logout,301,1024
172.24.1.1,2024-03-01 21:35:05,POST,/logout,301,128
192.168.1.5,2024-03-01 00:02:32,OPTIONS,/dashboard,500,4096
192.168.1.1,2024-03-01 03:53:23,OPTIONS,/admin,200,1024
192.168.1.2,2024-03-01 02:17:47,GET,/api/user,403,128
192.168.1.4,2024-03-01 02:33:03,POST,/settings,301,4096
172.24.1.1,2024-03-01 05:32:02,PUT,/settings,201,4096
192.168.1.5,2024-03-01 04:10:48,POST,/admin,200,4096
172.143.3.2,2024-03-01 07:01:40,PUT,/home,301,4096
192.168.1.4,2024-03-01 07:21:51,GET,/api/user,301,2048
172.143.3.2,2024-03-01 11:41:19,GET,/admin,201,2048
192.168.1.4,2024-03-01 02:32:10,GET,/settings,500,256
192.168.1.1,2024-03-01 04:34:12,PATCH,/admin,200,256
192.168.1.1,2024-03-01 11:14:44,PATCH,/logout,403,512
192.168.1.2,2024-03-01 05:11:50,GET,/login,403,512
192.168.1.3,2024-03-01 01:39:10,HEAD,/profile,301,1024
172.24.1.1,2024-03-01 10:28:06,PATCH,/admin,200,512
192.168.1.5,2024-03-01 07:34:04,POST,/admin,201,1024
192.168.1.5,2024-03-01 12:19:57,GET,/dashboard,301,4096
192.168.1.5,2024-03-01 04:46:24,PUT,/admin,301,512
192.168.1.1,2024-03-01 04:18:48,PATCH,/profile,200,128
192.168.1.2,2024-03-01 21:51:29,DELETE,/api/data,301,128
172.24.1.1,2024-03-01 09:15:54,POST,/admin,201,4096
192.168.1.3,2024-03-01 19:25:03,PATCH,/logout,500,1024
192.168.1.3,2024-03-01 19:21:51,PATCH,/dashboard,404,1024
192.168.1.4,2024-03-01 21:27:05,POST,/api/user,301,1024
192.168.1.3,2024-03-01 07:58:28,DELETE,/api/user,404,512
192.168.1.4,2024-03-01 22:48:19,OPTIONS,/dashboard,500,128
192.168.1.4,2024-03-01 01:31:09,OPTIONS,/dashboard,401,128
192.168.1.4,2024-03-01 03:57:35,PATCH,/dashboard,401,1024
192.168.1.2,2024-03-01 03:17:48,GET,/api/user,500,2048
192.168.1.1,2024-03-01 04:35:13,PUT,/home,401,2048
192.168.1.1,2024-03-01 22:16:55,PATCH,/api/user,201,4096
192.168.1.5,2024-03-01 10:40:18,OPTIONS,/api/user,401,256
192.168.1.1,2024-03-01 19:46:16,GET,/admin,404,128
192.168.1.3,2024-03-01 03:45:23,PATCH,/api/user,201,128
192.168.1.3,2024-03-01 13:07:45,PUT,/login,401,128
192.168.1.1,2024-03-01 15:33:11,GET,/dashboard,403,512
192.168.1.2,2024-03-01 08:27:05,DELETE,/home,401,512
192.168.1.2,2024-03-01 14:20:59,PUT,/logout,403,256
172.143.3.2,2024-03-01 21:11:41,POST,/api/user,404,1024
192.168.1.5,2024-03-01 06:48:26,OPTIONS,/dashboard,404,512
192.168.1.4,2024-03-01 20:10:41,OPTIONS,/settings,500,4096
192.168.1.2,2024-03-01 00:42:21,POST,/settings,500,128
172.24.1.1,2024-03-01 23:37:07,POST,/admin,404,128
192.168.1.4,2024-03-01 22:12:42,OPTIONS,/dashboard,404,128
192.168.1.1,2024-03-01 02:20:59,POST,/login,401,512
172.143.3.2,2024-03-01 11:38:08,POST,/login,500,1024
172.24.1.1,2024-03-01 18:37:15,GET,/login,500,256
172.24.1.1,2024-03-01 19:58:28,OPTIONS,/home,401,2048
192.168.1.1,2024-03-01 17:59:37,HEAD,/login,404,2048
192.168.1.2,2024-03-01 23:54:32,PUT,/home,401,1024
172.24.1.1,2024-03-01 09:39:17,HEAD,/api/data,200,128
192.168.1.1,2024-03-01 16:06:36,HEAD,/logout,401,1024
192.168.1.2,2024-03-01 06:51:21,OPTIONS,/login,403,512
192.168.1.5,2024-03-01 03:09:47,GET,/profile,301,2048
192.168.1.3,2024-03-01 22:13:43,PUT,/settings,201,1024
192.168.1.2,2024-03-01 16:10:49,PUT,/home,301,2048
192.168.1.2,2024-03-01 19:25:03,OPTIONS,/settings,301,256
192.168.1.3,2024-03-01 21:16:54,DELETE,/logout,500,256
192.168.1.5,2024-03-01 15:46:16,HEAD,/logout,201,2048
192.168.1.5,2024-03-01 09:47:17,GET,/profile,401,1024
192.168.1.2,2024-03-01 04:42:12,PUT,/admin,201,4096
192.168.1.5,2024-03-01 19:14:52,GET,/logout,403,256
192.168.1.1,2024-03-01 00:26:57,GET,/api/user,401,2048
192.168.1.3,2024-03-01 01:04:34,DELETE,/home,403,4096
192.168.1.4,2024-03-01 21:59:30,PATCH,/api/user,301,1024
192.168.1.4,2024-03-01 23:25:56,HEAD,/profile,301,512
192.168.1.4,2024-03-01 01:19:49,GET,/logout,500,256
192.168.1.5,2024-03-01 21:11:42,HEAD,/admin,403,2048
192.168.1.5,2024-03-01 04:22:00,PUT,/api/data,401,512
192.168.1.1,2024-03-01 11:50:20,DELETE,/login,404,128
192.168.1.1,2024-03-01 06:21:51,HEAD,/dashboard,404,2048
172.143.3.2,2024-03-01 13:44:22,DELETE,/dashboard,200,128
192.168.1.5,2024-03-01 09:03:42,HEAD,/admin,404,4096
192.168.1.2,2024-03-01 16:23:01,POST,/settings,500,256
192.168.1.4,2024-03-01 09:47:17,POST,/home,404,2048
192.168.1.1,2024-03-01 15:45:24,DELETE,/admin,301,512
172.143.3.2,2024-03-01 14:16:47,GET,/settings,201,128
192.168.1.5,2024-03-01 23:37:07,POST,/profile,404,4096
192.168.1.5,2024-03-01 13:16:46,PATCH,/api/user,201,4096
192.168.1.5,2024-03-01 14:16:47,OPTIONS,/settings,301,256
192.168.1.2,2024-03-01 23:13:43,OPTIONS,/dashboard,500,4096
172.24.1.1,2024-03-01 03:22:00,HEAD,/settings,500,1024
192.168.1.2,2024-03-01 19:25:03,PATCH,/admin,500,256
172.24.1.1,2024-03-01 16:43:13,PUT,/admin,201,512
192.168.1.1,2024-03-01 00:14:44,POST,/profile,404,512
192.168.1.4,2024-03-01 05:35:14,PATCH,/logout,301,2048
172.24.1.1,2024-03-01 06:12:50,PUT,/logout,200,2048
192.168.1.5,2024-03-01 03:29:00,DELETE,/login,403,4096
192.168.1.3,2024-03-01 17:35:14,DELETE,/profile,301,256
192.168.1.4,2024-03-01 14:57:27,POST,/profile,200,512
172.24.1.1,2024-03-01 21:11:41,PATCH,/dashboard,200,512
192.168.1.5,2024-03-01 06:24:02,OPTIONS,/api/user,301,1024
192.168.1.3,2024-03-01 18:09:39,PATCH,/settings,200,256
192.168.1.5,2024-03-01 19:21:51,GET,/api/user,201,1024
192.168.1.3,2024-03-01 12:30:08,HEAD,/home,301,4096
192.168.1.2,2024-03-01 23:29:08,PATCH,/admin,403,128
192.168.1.2,2024-03-01 08:38:16,PATCH,/settings,404,4096
192.168.1.2,2024-03-01 02:57:35,HEAD,/admin,201,1024
192.168.1.5,2024-03-01 09:39:17,HEAD,/login,404,4096
192.168.1.2,2024-03-01 08:34:04,OPTIONS,/dashboard,401,1024
192.168.1.3,2024-03-01 11:02:32,PATCH,/logout,301,512
172.24.1.1,2024-03-01 15:17:48,GET,/home,403,4096
192.168.1.5,2024-03-01 00:38:08,GET,/dashboard,500,1024
172.143.3.2,2024-03-01 17:31:01,OPTIONS,/api/data,401,2048
192.168.1.1,2024-03-01 21:24:54,POST,/admin,404,128
172.24.1.1,2024-03-01 06:36:15,OPTIONS,/admin,301,2048
192.168.1.4,2024-03-01 06:36:14,HEAD,/home,500,128
172.24.1.1,2024-03-01 20:34:04,POST,/logout,201,4096
172.24.1.1,2024-03-01 20:58:29,OPTIONS,/profile,500,4096
192.168.1.4,2024-03-01 22:00:31,PUT,/home,500,512
192.168.1.5,2024-03-01 14:32:11,OPTIONS,/settings,500,2048
192.168.1.2,2024-03-01 03:53:23,GET,/settings,301,4096
172.24.1.1,2024-03-01 02:52:23,HEAD,/settings,401,4096
192.168.1.3,2024-03-01 11:41:19,PATCH,/admin,404,256
172.24.1.1,2024-03-01 06:12:50,GET,/admin,200,2048
192.168.1.4,2024-03-01 02:04:35,HEAD,/dashboard,301,1024
172.24.1.1,2024-03-01 18:20:50,POST,/settings,404,1024
192.168.1.4,2024-03-01 00:50:21,GET,/api/data,301,2048
172.24.1.1,2024-03-01 15:29:00,HEAD,/login,301,2048
192.168.1.3,2024-03-01 21:39:17,PATCH,/api/user,403,512
192.168.1.3,2024-03-01 17:47:26,POST,/dashboard,201,256
172.24.1.1,2024-03-01 23:41:19,OPTIONS,/api/data,404,2048
192.168.1.3,2024-03-01 15:33:12,OPTIONS,/api/user,301,512
172.143.3.2,2024-03-01 00:02:32,GET,/home,401,4096
172.24.1.1,2024-03-01 06:00:38,HEAD,/login,404,512
172.24.1.1,2024-03-01 08:27:05,HEAD,/settings,201,128
172.143.3.2,2024-03-01 15:58:36,PATCH,/settings,403,4096
172.24.1.1,2024-03-01 09:39:17,DELETE,/api/user,403,256
192.168.1.3,2024-03-01 18:32:02,GET,/profile,401,4096
192.168.1.5,2024-03-01 12:50:20,GET,/api/user,500,128
192.168.1.2,2024-03-01 04:18:49,PUT,/dashboard,200,4096
172.24.1.1,2024-03-01 14:28:59,OPTIONS,/admin,403,128
192.168.1.2,2024-03-01 22:36:06,PUT,/profile,401,4096
192.168.1.4,2024-03-01 15:30:00,POST,/login,301,2048
192.168.1.2,2024-03-01 15:05:36,DELETE,/api/user,200,1024
192.168.1.1,2024-03-01 22:00:31,OPTIONS,/home,401,512
192.168.1.3,2024-03-01 07:21:52,PUT,/api/user,201,4096
192.168.1.3,2024-03-01 23:30:08,HEAD,/dashboard,200,4096
172.143.3.2,2024-03-01 11:50:20,OPTIONS,/admin,500,512
172.24.1.1,2024-03-01 09:24:54,PATCH,/home,404,4096
172.143.3.2,2024-03-01 11:25:55,GET,/profile,200,512
192.168.1.2,2024-03-01 16:55:25,PATCH,/dashboard,404,256
172.143.3.2,2024-03-01 03:17:47,POST,/profile,201,256
192.168.1.4,2024-03-01 00:38:08,PATCH,/admin,201,2048
